scenario,controller,step,ax,ay,acceleration_magnitude
scenario_2,RL-PID,1,-1.0000228881835938,0.5788803100585938,1.1554861068725586
scenario_2,RL-PID,2,-1.0000228881835938,-0.9999275207519531,1.414178490638733
scenario_2,RL-PID,3,-0.9999275207519531,-1.0000228881835938,1.414178490638733
scenario_2,RL-PID,4,-1.0000228881835938,-1.0000228881835938,1.4142459630966187
scenario_2,RL-PID,5,-1.0000228881835938,-1.0000228881835938,1.4142459630966187
scenario_2,RL-PID,6,-1.0000228881835938,-0.61492919921875,1.1739606857299805
scenario_2,RL-PID,7,-0.9999275207519531,-0.25691986083984375,1.0324063301086426
scenario_2,RL-PID,8,-1.0000228881835938,-0.010967254638671875,1.0000829696655273
scenario_2,RL-PID,9,-1.0000228881835938,1.0000228881835938,1.4142459630966187
scenario_2,RL-PID,10,-1.0000228881835938,0.34046173095703125,1.0563900470733643
scenario_2,RL-PID,11,-0.9999275207519531,0.2543449401855469,1.031768560409546
scenario_2,RL-PID,12,-1.0000228881835938,0.15630722045898438,1.012164831161499
scenario_2,RL-PID,13,-1.0000228881835938,0.16393661499023438,1.0133711099624634
scenario_2,RL-PID,14,-1.0000228881835938,-1.0000228881835938,1.4142459630966187
scenario_2,RL-PID,15,1.0000228881835938,-0.37937164306640625,1.069564700126648
scenario_2,RL-PID,16,1.0000228881835938,-0.22602081298828125,1.0252468585968018
scenario_2,RL-PID,17,-1.0000228881835938,-1.0000228881835938,1.4142459630966187
scenario_2,RL-PID,18,1.0000228881835938,-0.9999275207519531,1.414178490638733
scenario_2,RL-PID,19,0.9999752044677734,-0.4940986633300781,1.1153850555419922
scenario_2,RL-PID,20,0.8303165435791016,0.22993087768554688,0.8615646958351135
scenario_2,RL-PID,21,-0.9999752044677734,-1.0000228881835938,1.4142122268676758
scenario_2,RL-PID,22,0.389862060546875,0.579833984375,0.6987130045890808
scenario_2,RL-PID,23,0.5267143249511719,0.5046844482421875,0.7294753789901733
scenario_2,RL-PID,24,0.5376815795898438,0.48007965087890625,0.7208175659179688
